subject,<wasCreatedOnDate>,<hasLatitude>,<hasLongitude>,<hasMotto>
<Kochi_Junior_College>,1953.0,33.56361111111111,133.53416666666666,
<Kochi_University_of_Technology>,1997.0,33.62083333333334,133.71972222222223,
<Kodaikanal_Christian_College>,1994.0,10.235,77.486,Born to Lead
<Kodiak_College>,1968.0,57.80694444444444,-152.3636111111111,
<Koehler_Cultural_Center>,1901.0,29.44875,-98.4969722,
<Koforidua_Polytechnic>,1997.0,,,Innovating for Development
<Kogakkan_University>,1882.0,34.48694444444445,136.72666666666666,
<Kogakuin_University>,1887.0,35.690569,139.695402,
<Kogod_School_of_Business>,1955.0,38.937916666666666,-77.08788888888888,The School of Choice for Interdisciplinary Business Education
<Kogyokusha_College_of_Technology>,1950.0,35.6245,139.7132,
<Kohinoor-IMI_School_of_Hospitality_Management>,2000.0,,,
<Kokrajhar_Government_College>,1959.0,26.4043,90.2761,
<Kokugakuin_Tochigi_Junior_College>,1966.0,36.364000000000004,139.70241666666666,
<Kokugakuin_University>,1882.0,35.65563888888889,139.71163888888887,
<Kokushikan_University>,1917.0,35.64853333333333,139.65695277777778,Knowledge and Action
<Kolej_Universiti_Insaniah>,1995.0,,,
<Kolej_Universiti_Islam_Antarabangsa_Selangor>,1995.0,,,Pemangkin Tradisi Ilmu
<Kolhan_University>,2009.0,,,
<Komazawa_University>,1592.0,35.62963888888889,139.65827777777778,الإيمان والعلوم والإحترام والحب
<Komitas_State_Conservatory_of_Yerevan>,1923.0,40.187075,44.51691111111111,
<Konan_University>,1919.0,34.729736111111116,135.26799722222225,
<Konan_Women's_University>,1920.0,34.734541666666665,135.28758055555556,
<Kongju_National_University>,1948.0,36.469,127.14,
<Koninklijke_Hollandsche_Maatschappij_der_Wetenschappen>,1752.0,52.3796,4.6397,
<Koninklijke_Militaire_Academie>,1828.0,51.5915,4.7753,
<Konkuk_University>,1931.0,37.54194444444444,127.07638888888889,
<Konkuk_University_Law_School>,2008.0,37.54194444444444,127.07638888888889,
<Konrad_Lorenz_Forschungsstelle>,1973.0,47.8139,13.9475,
<Konrad_Lorenz_Institute_of_Ethology>,1945.0,,,
<Konstanz_University_of_Applied_Sciences>,1906.0,47.6671,9.17176,
<Konstfack>,1844.0,59.29861111111111,17.995833333333334,Insigt och flit
<Konyang_University>,1991.0,36.1822,127.1117,
<Kookmin_University>,1946.0,,,이교위가
<Kore_University_of_Enna>,2004.0,37.5537,14.2922,
<Korea_Aerospace_University>,1952.0616,37.5994,126.8651,
<Korea_Air_Force_Academy>,1949.0,36.580000000000005,127.5261111111111,We learn and endeavor
<Korea_Army_Academy_at_Yeongcheon>,1968.1015,,,
<Korea_Development_Institute>,1971.0,37.595,127.0428,
<Korea_Lift_College>,1997.0,,,
<Korea_Military_Academy>,1946.0501,,,智 仁 勇
<Korea_National_Defense_University>,1955.0,,,
<Korea_National_Open_University>,1972.0,,,
<Korea_National_Railroad_College>,1905.0,,,
<Korea_National_Sport_University>,1972.0,,,volunteerism
<Korea_National_University_of_Arts>,1993.0,,,
<Korea_National_University_of_Cultural_Heritage>,2000.0,36.308,126.897,
<Korea_National_University_of_Education>,1984.0,36.608983,127.36064,
<Korea_National_University_of_Transportation>,2012.0,36.96976,127.87133,
<Korea_National_University_of_Welfare>,2002.0,37.05166666666666,127.095,
<Korea_Naval_Academy>,1946.0,35.12888888888889,128.66472222222222,
<Korea_Nazarene_University>,1954.0,36.7951,127.119,
<Korea_Polytechnic_IV_Asan>,2002.0,,,
<Korea_Polytechnic_IV_Daejeon>,1994.0,,,
<Korea_Polytechnic_University>,1998.0,37.34038888888889,126.7335,
<Korea_Polytechnic_VII_Busan>,1995.0,,,
<Korea_Polytechnic_VII_Changwon>,1977.0,,,
<Korea_Polytechnics>,2006.0,,,평생기술로 평생직업을
<Korea_Presbyterian_Theological_Seminary>,2012.0,42.92758333333333,-85.58664999999999,
<Korea_Science_Academy_of_KAIST>,2003.0,35.16583333333333,129.0252777777778,Service|||Passion|||Creativity
<Korea_University>,1905.0505,37.58916666666667,127.03222222222222,Veritas|||Justitia|||Libertas
<Korea_University_Business_School>,1905.0505,37.59342,127.0468,
<Korea_University_College_of_Education>,1972.0,,,
<Korea_University_College_of_Medicine>,1928.0,,,
<Korea_University_College_of_Science>,1952.0,,,
<Korea_University_Division_of_International_Studies>,2002.0,,,
<Korea_University_Graduate_School>,1949.0,,,
<Korea_University_Graduate_School_of_International_Studies>,1991.0,37.58916666666667,127.03222222222222,
<Korea_Women's_Polytechnic>,1987.0,,,
<Korean_National_Police_University>,1979.0,,,
<Koriyama_Women's_University>,1966.0,37.39725,140.3516111111111,
<Koryo_International_College>,1982.0,35.152277777777776,137.0943611111111,
<Koryo_Songgyungwan_University>,992.0,37.98111111111111,126.56611111111111,
<Koszalin_University_of_Technology>,1968.0,54.203611111111115,16.197222222222223,
<Kotshila_Mahavidyalaya>,2010.0,,,
<Kowloon_Tong_School_(Secondary_Section)>,1962.0,,,
<Koya_University>,2003.0,36.099444444444444,44.64805555555556,
<Koyasan_University>,1886.0,34.21194444444445,135.585,
<Kozhedub_University_of_the_Air_Force>,2003.0,,,
<Kozminski_University>,1993.0,52.2714,21.015,
<Koç_University>,1993.0,41.34805555555556,29.125555555555557,
<Kraków_University_of_Economics>,1925.0,50.068333333333335,19.953611111111112,Rerum cognoscere causas et valorem|||Rerum cognoscere causas
<Krannert_School_of_Management>,1962.0,40.423696,-86.91106,Preparing analytical global business leaders
<Krantiguru_Shyamji_Krishna_Verma_Kachchh_University>,2003.0,23.212777777777777,69.65472222222223,
<Krasnoyarsk_State_University>,1963.0,,,
<Kremenchuk_Mykhailo_Ostrohradskyi_National_University>,1960.0,49.0603,33.4103,
<Kremenchuk_flight_college_of_National_Aviation_University>,1960.0701,,,Volare ubicumque est caelum
<Kresge_College>,1971.0,36.99844,-122.06639,We Shall Overcome
<Kresge_Hearing_Research_Institute>,1963.0,,,
<Krida_Wacana_Christian_University>,1967.012,,,Being Transformed to Win The Future
<Krishna_Chandra_College>,1896.0,,,
<Krishna_Engineering_College>,2004.0,,,Inspired Learning
<Krishna_Institute_of_Technology>,2008.0,,,
<Krishna_Kanta_Handiqui_State_Open_University>,2006.0,,,Education Beyond Barriers
<Krishna_Menon_Women's_College>,,11.89564,75.37017,
<Krishna_University>,2008.0,,,
<Krishnagar_Government_College>,1846.0,,,
<Krishnagar_Women's_College>,1958.0,,,
<Krishnath_College>,1853.0,,,Know Thyself
<Kristal_University>,2005.0,,,Crystallize Your Future
<Kristianstad_University>,1977.0,56.0474,14.14638,
"<Krupajal_Engineering_College,_Bhubaneswar>",1995.0,20.17632,85.857142,
<Krupanidhi_Group_of_Institution>,1985.0,12.9143638,77.6414041,
<Kryvyi_Rih_Institute_of_Economics>,2011.0,,,
<Kryvyi_Rih_National_University>,2011.0,47.9055,33.4013,
<Kryvyi_Rih_State_Pedagogical_University>,1930.0,47.907377,33.411869,
<Kuakarun_College_of_Nursing>,1954.0,,,
<Kuala_Lumpur_Metropolitan_University_College>,1991.0,,,
<Kuban_State_Agrarian_University>,1918.0,45.0467,38.9285,
<Kuban_State_Medical_University>,1920.0,,,
<Kuban_State_Technological_University>,1918.0616,45.04861111111111,39.0025,
<Kuban_State_University>,1920.0919,45.019444444444446,39.030833333333334,
"<Kuchinda_College,_Kuchinda>",1964.0,,,
<Kulti_College>,1986.0,,,
<Kumamoto_Gakuen_University>,1954.0,32.8,130.71666666666667,Shitei dōkō
<Kumamoto_University>,1925.0,32.81388888888888,130.72805555555556,
<Kumaraguru_College_of_Technology>,1984.0,,,Character is Life
<Kumaran_Institute_of_Technology>,2012.0,,,
<Kumasi_Polytechnic>,1954.0,6.691111111111112,-1.61,
<Kumaun_University>,1973.0,29.3914,79.446,
<Kumi_University>,2004.0,1.4725000000000001,33.862500000000004,
<Kumoh_National_Institute_of_Technology>,1979.0,,,
<Kumudini_College>,1943.0,24.2575,89.9239,
<Kun_Shan_University>,1965.0429,22.996944444444445,120.25305555555556,
<Kundong_University>,1992.0,,,
<Kunduz_University>,1967.0,36.7117,68.8634,
<Kunming_Medical_University>,1933.0,,,
<Kunsan_National_University>,1947.0,,,
<Kunstakademie_Düsseldorf>,1762.0,51.230555555555554,6.773611111111111,
<Kunstakademiets_Arkitektskole>,1754.0,55.6816,12.6037,
<Kunsthochschule_Kassel>,1777.0,51.30416666666667,9.489166666666666,
<Kunthavai_Nachiaar_College>,1966.0,,,
<Kunuz_College>,2002.0,,,
<Kurgan_State_University>,1995.0,55.4367,65.3328,
<Kurigram_Government_College>,1961.0,25.8042,89.6412,
<Kurnool_Medical_College>,1956.0,15.820869444444444,78.0381,
<Kurseong_College>,1967.0,26.8801,88.2809,
<Kursk_State_Medical_University>,1935.0,51.74888888888889,36.19472222222222,
<Kursk_State_University>,1934.0,,,
<Kurukshetra_University>,1957.0111,,,yogastha kuru karmāṇi
<Kurume_Institute_of_Technology>,1976.0,33.26555555555556,130.5375,
<Kurume_University>,1946.0,33.183055555555555,130.325,
<Kushabhau_Thakre_Patrakarita_Avam_Jansanchar_University>,2005.0,21.1737,81.6234,Inculcate Professional Excellence With National Commitment
<Kushiro_Public_University_of_Economics>,1988.0,43.0185,144.3965,
<Kushtia_Medical_College>,2011.1009,23.9009,89.1233,
<Kushtia_Polytechnic_Institute>,1964.0,,,
<Kutafin_Moscow_State_Law_University>,1931.0,55.7621,37.586,Non scholae sed vitae discimus
<Kutztown_University_of_Pennsylvania>,1866.0,40.511,-75.783,
<Kuvempu_University>,1987.0,13.916699999999999,75.5667,Sanskrit|||geförderte Kreativität der Lehre
<Kuwait_Maastricht_Business_School>,2003.0,29.360277777777778,47.999722222222225,
<Kuwait_Technical_College>,2014.0,29.1343,48.117,
<Kuwait_University>,1966.1008,,,
<Kuyper_College>,1939.0,43.02214,-85.59264,Ora et labora
<Kuzbass_State_Technical_University>,1950.0,,,
<Kwangwoon_University>,1934.0,37.6201,127.056,
<Kwansei_Gakuin_University>,1889.0,34.769187,135.347174,Maîtrise du service
<Kwantlen_Polytechnic_University>,1981.0,,,
<Kwara_State_Polytechnic>,1973.0,8.593575,-4.660868,
<Kwara_State_University>,2009.0,,,Service and Integrity
<Kwararafa_University>,2005.0,,,Education for Total Development
<Kyambogo_University>,2003.0,0.35,32.63,Knowledge and Skills for Service
<Kyiv_Medical_University_of_UAFM>,1992.0,50.4399,30.5123,
<Kyiv_Mohyla_Business_School>,1999.0,50.465468,30.522594,
<Kyiv_National_Economic_University>,1906.0,50.45638888888889,30.440833333333334,
<Kyiv_National_Linguistic_University>,1948.0,50.426944444444445,30.51833333333333,Ad orbem per linguas
<Kymenlaakso_University_of_Applied_Sciences>,1996.0,,,
<Kyonggi_University>,1947.0,37.30047222222222,127.03583333333333,
<Kyorin_University>,1970.0,35.676944444444445,139.56583333333336,
<Kyoritsu_Women's_Junior_College>,1950.0,35.693527777777774,139.758,
<Kyoto_City_University_of_Arts>,,34.974444444444444,135.6638888888889,
<Kyoto_Computer_Gakuin>,1969.0,34.98502777777778,135.75255555555555,
<Kyoto_Consortium_for_Japanese_Studies>,1989.0,,,
<Kyoto_Institute_of_Technology>,1949.0,35.024166666666666,135.72472222222223,
<Kyoto_International_University>,1989.0,34.81916666666667,135.78416666666666,
<Kyoto_Junior_College_of_Foreign_Languages>,1950.0,35.003861111111114,135.71852777777778,
<Kyoto_Prefectural_University>,1895.0,35.04722222222222,135.76694444444445,
<Kyoto_Prefectural_University_of_Medicine>,1872.0,35.022777777777776,135.77027777777778,
<Kyoto_Saga_University_of_Arts>,2001.0,35.01283333333333,135.68805555555556,
<Kyoto_Sangyo_University>,1965.0,35.07027777777778,135.75833333333333,
<Kyoto_University>,1897.0,35.026212,135.780842,自由の学風
<Kyoto_University_of_Education>,1876.0,34.95,135.77305555555557,
<Kyoto_University_of_Foreign_Studies>,1945.0,35.004305555555554,135.71919444444444,Pax Mundi per Linguas
<Kyoto_Women's_University>,1899.0,34.988055555555555,135.78,建学の精神
<Kyrgyz_National_Agrarian_University>,1933.0,42.8509,74.605,
<Kyrgyz_State_Medical_Academy>,1939.0901,,,
<Kyrgyz_Technical_University>,1954.0,,,
<Kyung_Hee_University>,1949.0,37.59675,127.05188888888888,A Civilized World|||Toward a New Civilization
<Kyungnam_University>,1946.0,,,
<Kyungpook_National_University>,1946.0,35.89138888888889,128.61055555555555,
<Kyungpook_National_University_School_of_Medicine>,1923.0,,,
<Kyungsung_University>,1955.0,35.1398,129.0985,
<Kyushu_Dental_University>,1914.0,33.8725,130.85416666666666,
<Kyushu_Institute_of_Design>,1968.0,33.56072222222222,130.43005555555555,
<Kyushu_Institute_of_Technology>,1907.0,33.89416666666666,130.83916666666667,
<Kyushu_International_University>,1950.0,33.86222222222222,130.79222222222222,
<Kyushu_Junior_College_of_Kinki_University>,1966.0,33.62861111111111,130.69111111111113,
<Kyushu_Sangyo_University>,1960.0,33.66972222222222,130.44472222222223,
<Kyushu_Teikyo_Junior_College>,1987.0,,,
<Kyushu_University>,1903.0,33.62784,130.42297,
<Kyūshū_Lutheran_College>,1997.0,32.82027777777778,130.7227777777778,
<Károli_Gáspár_University_of_the_Reformed_Church_in_Hungary>,1855.0,47.55888888888889,19.102222222222224,Soli Dei Gloria
<Köln_International_School_of_Design>,1991.0,50.921388888888885,6.963333333333334,
<Københavns_VUC>,,55.6826,12.5791,
<Kühne_Logistics_University>,2010.09,53.54055555555556,9.994166666666667,
<Kütahya_Dumlupınar_University>,1992.0703,,,
<Kırklareli_University>,2007.0,41.73083333333334,27.223333333333333,
<Kırıkkale_University>,1992.0,39.874,33.4461,
<Kōchi_University>,1949.0,33.594722222222224,133.61305555555555,
<L'École_Internationale_de_Théâtre_Jacques_Lecoq>,1956.0,45.4781,9.2276,
<L.J._Institute_of_Pharmacy>,2004.0,22.990141,72.487887,
<L.N.Gumilyov_Eurasian_National_University>,1996.0523,51.160245,71.464825,
<LACITO>,1976.0,,,
<LASALLE_College_of_the_Arts>,1984.0,1.303068,103.851852,
<LCC_International_University>,1991.0,55.73111111111111,21.133333333333333,
<LDS_Business_College>,1886.1115,40.771187,-111.899177,
<LIBT_at_Brunel_University>,2003.0,51.532777777777774,-0.4727777777777778,
<LIET>,2002.0,,,Applied Knowledge Is Powerful
<LIM_College>,1939.0,,,Where Business Meets Fashion
<LIT_Tipperary>,1998.0,,,
<LIU_Brooklyn>,1926.0,40.6911,-73.9808,Urbi et Orbi
<LIU_Global>,1965.0,,,
<LIU_Post>,1954.0,40.8201,-73.5969,Mens Regnum bona possidet|||Urbi et Orbi
<LKiNG>,2004.0,,,
<LNCT_Indore>,2004.0,,,Working Towards Being The Best
<LNM_Institute_of_Information_Technology>,2003.0,,,
<LRG_University_of_Applied_Sciences>,2008.07,46.4417,6.889,
<LSU_Health_Sciences_Center_New_Orleans>,1931.0,,,
<LSU_School_of_Music>,1931.0,30.416587,-91.178412,
<LUCA_School_of_Arts>,1880.0,50.861494444444446,4.366772222222222,
<L_B_S_Institute_of_Technology_for_Women>,2001.0,,,
<LaGrange_College>,1831.0,,,
<LaGuardia_Community_College>,1968.0,40.743611111111115,-73.93444444444445,
<LaSalle_College>,1959.0,45.49138888888889,-73.58138888888888,Make it happen
<La_Belle_Montessori_School>,1993.09,14.16537,120.958184,
<La_Cambre>,,50.817763,4.37516,
<La_Cité_collégiale>,1990.0,45.43989444444444,-75.62699166666665,
<La_Consolacion_College_(Iriga)>,1949.0,,,
<La_Consolacion_College_Manila>,1902.0,,,
<La_Consolacion_College–Bacolod>,1919.0,,,
<La_Consolacion_University_Philippines>,1937.05,,,
<La_Fémis>,1943.0,48.8904,2.3426,
<La_Gran_Colombia_University>,1951.0524,4.5996,-74.0727,ES:|||La Verdad Os Hará Libres|||LA:|||EN:|||Veritas Liberabit Vos|||Truth Will Make You Free
<La_Martiniere_College>,1836.0,,,
<La_Roche_College>,1963.0,40.568,-80.014,
<La_Salette_of_Roxas_College>,1957.06,,,Pro Deo et Patria
<La_Salle_Academy_(Philippines)>,1958.0,,,Learning Never Stops
<La_Salle_College_Antipolo>,1985.0,,,
<La_Salle_College_of_Lucas_do_Rio_Verde>,1999.0615,,,
"<La_Salle_University,_Colombia>",1964.0,,,
<La_Salle_University>,1863.0,40.03925,-75.15325,Virtus Scientia
<La_Salle_University_(Ozamiz)>,1929.0,,,
<La_Sierra_University>,1922.0,,,
<La_Trobe_University>,1964.1209,-37.72179,145.047909,Qui cherche trouve
<La_Verdad_Christian_College>,2005.0303,,,Wisdom based on the Truth is priceless
<Labette_Community_College>,1923.0,37.33916666666667,-95.25527777777778,Ubi de te Omnia
<Laboratoire_d'ethnologie_et_de_sociologie_comparative>,1967.0,,,
<Laboratory_for_Energy_Conversion>,1892.0,47.376416666666664,8.548102777777778,
<Labouré_College>,1892.0,42.260777777777776,-71.0581111111111,In Thy Sight We Serve
<Lac_Courte_Oreilles_Ojibwa_Community_College>,1982.0,,,
<Lachoo_Memorial_College>,1965.0721,,,
<Lackawanna_College>,1894.0,41.41133,-75.65887,
<Ladoke_Akintola_University_of_Technology>,1990.0423,8.133333333333333,4.266666666666667,
<Lady_Andal>,1987.0,,,Service with a Smile
<Lady_Brabourne_College>,1939.0,,,
<Lady_Doak_College>,1948.0,9.935622222222223,78.13146944444443,
"<Lady_Margaret_Hall,_Oxford>",1878.0,51.76483,-1.254036,French|||English|||Souvent me Souviens
<Lafayette_College>,1826.0,40.698,-75.208,Veritas liberabit
<Lafoole_University>,1973.0,,,
<Lagos_Business_School>,1991.0,,,
<Lagos_State_Polytechnic>,1977.0,,,Mission and Professionalism
<Lagos_State_University>,1983.0,6.467,3.183,Per la verità e di servizio
<Laguna_College>,1923.0,,,
<Laguna_State_Polytechnic_University>,1952.0,,,
<Lahore_College_for_Women_University>,1922.0,,,
<Lahore_Garrison_University>,2010.0,,,
<Lahore_Leads_University>,2011.0,,,A bastion of innovation
<Lahore_Pharmacy_College>,2010.05,,,
<Lahore_School_of_Economics>,1993.0,,,
<Lahore_School_of_Fashion_Design>,2000.0,,,
<Lahore_University_of_Management_Sciences>,1984.0,,,العلم سلامي
<Lahti_University_of_Applied_Sciences>,1992.0,60.989444444444445,25.683611111111112,
<Laidlaw_College>,1922.0,-36.85944444444445,174.635,
<Laikipia_University>,2013.0,,,
<Lake_Area_Technical_Institute>,1965.0,44.901127,-97.095269,
<Lake_Erie_College>,1856.0,41.71666666666667,-81.25166666666667,
<Lake_Erie_College_of_Osteopathic_Medicine>,1992.0,,,Totam Personam Curamus
<Lake_Forest_College>,1857.0,42.2496,-87.8285,Et veritas liberabit vos
<Lake_Forest_Graduate_School_of_Management>,1946.0,,,
<Lake_Land_College>,1966.0,39.416846,-88.380694,
<Lake_Local_School_District_(Wood_County)>,,41.56388888888888,-83.42416666666666,
<Lake_Michigan_College>,1946.0,,,
<Lake_Superior_College>,1995.0,46.7841417,-92.1448306,
<Lake_Superior_State_University>,1946.0,46.493,-84.363,Believe in Blue
<Lake_Washington_Institute_of_Technology>,1949.0,47.70527777777778,-122.16694444444445,
<Lakehead_University>,1965.0,48.421388888888885,-89.26055555555556,Ad Augusta per Angusta|||Per Angusta Ad Augusta
<Lakeland_College_(Alberta)>,1911.0,53.35017,-110.8648,Ever to Excel
<Lakeland_Community_College>,1967.0,41.63805555555555,-81.36472222222221,
<Lakeland_University>,1862.0,43.84213,-87.88372,Qui Quaerit Invenit
<Lakes_Region_Community_College>,1967.0,,,
<Lakeshore_Catholic_High_School>,1988.0,,,
<Lakeshore_Technical_College>,1967.0,,,
<Lakeview_College_of_Nursing>,1894.0,40.138252,-87.644872,
<Lake–Sumter_State_College>,1962.0,28.8291359,-81.7971556,Where Futures Soar
<Laksamana_College_of_Business>,2003.0318,,,Your One Stop For Quality Education
"<Lakshmi_Narain_College_of_Technology,_Jabalpur>",2008.0,,,
<Lakshmi_Narain_College_of_Technology>,1994.0,23.153,77.3126,
<Lal_Bahadur_Shastri_Institute_of_Management>,1995.0218,,,
<Lal_Bahadur_Shastri_Institute_of_Management_&_Technology>,1996.0,,,Excellence through Perseverance and Simplicity
